Nome,Categoria,Raridade,Efeito,Efeito_Jogador,Valor (Sins),Obtenção,Tipo de Craft,Ingredientes,Tags,Lore/Notas,Coluna 1,Coluna 2,Coluna 3,Coluna 4,Coluna 5,Coluna 6,Coluna 7,Coluna 8,Coluna 9,Coluna 10,Coluna 11,Coluna 12,Coluna 13,Coluna 14,Coluna 15,Coluna 16,Coluna 17,Coluna 18
Foco de Destruição +3,Arma,Luxária,"Foco Místico (Destruição). Permite canalizar magias da escola de Destruição. Requer Treinado em Místico. +3 Místico, +15 Éter máximo.",,6d12+80,"Loja, Drop",Não-craftável,,Foco/Destruição,,,,,,,,,,,,,,,,,,,
Foco de Abjuração +3,Arma,Luxária,"Foco Místico (Abjuração). Permite canalizar magias da escola de Abjuração. Requer Treinado em Místico. +3 Místico, +15 Éter máximo.",,6d12+80,"Loja, Drop",Não-craftável,,Foco/Abjuração,,,,,,,,,,,,,,,,,,,
Foco de Alteração +3,Arma,Luxária,"Foco Místico (Alteração). Permite canalizar magias da escola de Alteração. Requer Treinado em Místico. +3 Místico, +15 Éter máximo.",,6d12+80,"Loja, Drop",Não-craftável,,Foco/Alteração,,,,,,,,,,,,,,,,,,,
Foco de Conhecimento +3,Arma,Luxária,"Foco Místico (Conhecimento). Permite canalizar magias da escola de Conhecimento. Requer Treinado em Místico. +3 Místico, +15 Éter máximo.",,6d12+80,"Loja, Drop",Não-craftável,,Foco/Conhecimento,,,,,,,,,,,,,,,,,,,
Foco Primordial,Arma,Luxária,"Foco Místico (Primordial). Permite canalizar magias Primordiais (todas as magias de nível 4). +3 Místico, +15 Éter máximo. Requer Treinado em Místico.",,6d12+80,"Loja, Drop",Não-craftável,,Foco/Primordial,,,,,,,,,,,,,,,,,,,
Cajado do Vilão,Arma,Luxária,"Foco Místico (Destruição). Permite canalizar magias da escola de Destruição. +3 Místico, +15 Éter máximo. 1x por descanso longo: conjura uma magia de Destruição que conhece sem gastar Éter. Requer Treinado em Místico.",,6d12+80,"Drop, Loja",Não-craftável,,Foco/Destruição,,,,,,,,,,,,,,,,,,,
Foco do Inquebrável,Arma,Luxária,"Foco Místico (Abjuração). Permite canalizar magias da escola de Abjuração. +3 Místico, +15 Éter máximo. 1x por descanso longo: Como reação, anula um efeito mágico que atingiria você ou um aliado a até 9m. Requer Treinado em Místico.",,6d12+80,"Drop, Loja",Não-craftável,,Foco/Abjuração,,,,,,,,,,,,,,,,,,,
Foco do Demiurgo,Arma,Luxária,"Foco Místico (Alteração). Permite canalizar magias da escola de Alteração. +3 Místico, +15 Éter máximo. 1x por descanso longo: conjura uma magia de Alteração de nível ≤3 como ação livre. Requer Treinado em Místico.",,6d12+80,"Drop, Loja",Não-craftável,,Foco/Alteração,,,,,,,,,,,,,,,,,,,
Foco do Oráculo,Arma,Luxária,"Foco Místico (Conhecimento). Permite canalizar magias da escola de Conhecimento. +3 Místico, +15 Éter máximo. 1x por descanso longo: faça uma pergunta ao Mestre sobre o futuro próximo; a resposta é vaga, mas verdadeira. Requer Treinado em Místico.",,6d12+80,"Drop, Loja",Não-craftável,,Foco/Conhecimento,,,,,,,,,,,,,,,,,,,
Véu de Velúria,Arma,Luxária,"Foco Místico (Primordial). Permite canalizar magias Primordiais. +3 Místico, +20 Éter máximo. 1x por descanso longo: conjura uma magia Primordial sem gastar Éter. Relíquia da deusa da magia. Item único.",,6d12+80,"Quest, Drop",Não-craftável,,Foco/Primordial,,,,,,,,,,,,,,,,,,,
Arma Leve Cortante,Arma,Ordinário,Leve Cortante. 1d6. +1 de dano para cada ataque sucessivo na mesma rodada contra o mesmo alvo.,,2d10,"Loja, Drop",Ferraria,2x Barra de Ferro,,,,,,,,,,,,,,,,,,,,
Arma Leve Perfurante,Arma,Ordinário,Leve Perfurante. 1d4. Ignora 1 de Evasão.,,2d10,"Loja, Drop",Ferraria,2x Barra de Ferro,,,,,,,,,,,,,,,,,,,,
Arma Leve Contundente,Arma,Ordinário,Leve Contundente. 1d6. -1 Atacar ao alvo se acertá-lo duas vezes na mesma rodada.,,2d10,"Loja, Drop",Ferraria,2x Barra de Ferro,,,,,,,,,,,,,,,,,,,,
Arma Leve Ágil,Arma,Ordinário,Leve Ágil. 1d4. +1 Atacar se você tiver se movido neste turno.,,2d10,"Loja, Drop",Ferraria,2x Barra de Ferro,,,,,,,,,,,,,,,,,,,,
Arma Pesada Cortante,Arma,Ordinário,Pesada Cortante. 1d12. Aplica Sangramento 1 no Crítico.,,2d10,"Loja, Drop",Ferraria,2x Barra de Ferro,,,,,,,,,,,,,,,,,,,,
Arma Pesada Perfurante,Arma,Ordinário,Pesada Perfurante. 1d8. Ignora 2 de Evasão.,,2d10,"Loja, Drop",Ferraria,2x Barra de Ferro,,,,,,,,,,,,,,,,,,,,
Arma Pesada Contundente,Arma,Ordinário,Pesada Contundente. 1d10. Aplica Desorientado no Crítico.,,2d10,"Loja, Drop",Ferraria,2x Barra de Ferro,,,,,,,,,,,,,,,,,,,,
Arma Pesada Brutal,Arma,Ordinário,"Pesada Brutal. 2d6. Ao rolar 2 dados iguais, +1d6.",,2d10,"Loja, Drop",Ferraria,2x Barra de Ferro,,,,,,,,,,,,,,,,,,,,
Arma Marcial Versátil,Arma,Ordinário,Marcial Versátil. 1d8.,,2d10,"Loja, Drop",Ferraria,2x Barra de Ferro,,,,,,,,,,,,,,,,,,,,
Arma Marcial Precisa,Arma,Ordinário,Marcial Precisa. 1d8. Crítico de 9 (em vez de 10).,,2d10,"Loja, Drop",Ferraria,2x Barra de Ferro,,,,,,,,,,,,,,,,,,,,
Arma Marcial Longa,Arma,Ordinário,"Marcial Longa. 1d6. Alcance +1,5m.",,2d10,"Loja, Drop",Ferraria,2x Madeira Comum,,,,,,,,,,,,,,,,,,,,
Arma Distância Simples,Arma,Ordinário,Distância Simples. 1d6. +1 Atacar se não tiver se movido nesta rodada. Alcance 18m.,,2d10,"Loja, Drop",Ferraria,2x Madeira Comum,,,,,,,,,,,,,,,,,,,,
Arma Distância Pesada,Arma,Ordinário,Distância Pesada. 1d10. Crítico de 8 (em vez de 10). Alcance 18m.,,2d10,"Loja, Drop",Ferraria,2x Madeira Comum,,,,,,,,,,,,,,,,,,,,
Arma Arremesso,Arma,Ordinário,"Arremesso. 1d4. Se a menos de 3m do alvo, +1d4 de dano. Alcance 9m.",,2d10,"Loja, Drop",Ferraria,2x Madeira Comum,,,,,,,,,,,,,,,,,,,,
Arma Marcial Pesada,Arma,Ordinário,"Marcial Pesada. 1d10. Ao acertar, pode empurrar o alvo 1,5m.",,2d10,"Loja, Drop",Ferraria,2x Barra de Ferro,,,,,,,,,,,,,,,,,,,,
Foco de Destruição,Arma,Ordinário,Foco Místico (Destruição). Permite canalizar magias da escola de Destruição. Requer Treinado em Místico. Sem bônus.,,2d10,"Loja, Drop",Não-craftável,,Foco/Destruição,,,,,,,,,,,,,,,,,,,
Foco de Abjuração,Arma,Ordinário,Foco Místico (Abjuração). Permite canalizar magias da escola de Abjuração. Requer Treinado em Místico. Sem bônus.,,2d10,"Loja, Drop",Não-craftável,,Foco/Abjuração,,,,,,,,,,,,,,,,,,,
Foco de Alteração,Arma,Ordinário,Foco Místico (Alteração). Permite canalizar magias da escola de Alteração. Requer Treinado em Místico. Sem bônus.,,2d10,"Loja, Drop",Não-craftável,,Foco/Alteração,,,,,,,,,,,,,,,,,,,
Foco de Conhecimento,Arma,Ordinário,Foco Místico (Conhecimento). Permite canalizar magias da escola de Conhecimento. Requer Treinado em Místico. Sem bônus.,,2d10,"Loja, Drop",Não-craftável,,Foco/Conhecimento,,,,,,,,,,,,,,,,,,,
Pergaminho — Dardo Arcano,Consumível,Ordinário,"1 uso: conjura Dardo Arcano (magia de Destruição, Nível 1).",,2d10,"Loja, Drop",Não-craftável,,Pergaminho/Destruição,,,,,,,,,,,,,,,,,,,
Pergaminho — Onda Gravitacional,Consumível,Ordinário,"1 uso: conjura Onda Gravitacional (magia de Destruição, Nível 1).",,2d10,"Loja, Drop",Não-craftável,,Pergaminho/Destruição,,,,,,,,,,,,,,,,,,,
Pergaminho — Incinerar Área,Consumível,Ordinário,"1 uso: conjura Incinerar Área (magia de Destruição, Nível 1).",,2d10,"Loja, Drop",Não-craftável,,Pergaminho/Destruição,,,,,,,,,,,,,,,,,,,
Pergaminho — Toque Gélido,Consumível,Ordinário,"1 uso: conjura Toque Gélido (magia de Destruição, Nível 1).",,2d10,"Loja, Drop",Não-craftável,,Pergaminho/Destruição,,,,,,,,,,,,,,,,,,,
Pergaminho — Raio Elétrico,Consumível,Ordinário,"1 uso: conjura Raio Elétrico (magia de Destruição, Nível 1).",,2d10,"Loja, Drop",Não-craftável,,Pergaminho/Destruição,,,,,,,,,,,,,,,,,,,
Pergaminho — Escudo Telecinético,Consumível,Ordinário,"1 uso: conjura Escudo Telecinético (magia de Abjuração, Nível 1).",,2d10,"Loja, Drop",Não-craftável,,Pergaminho/Abjuração,,,,,,,,,,,,,,,,,,,
Pergaminho — Solo Sagrado,Consumível,Ordinário,"1 uso: conjura Solo Sagrado (magia de Abjuração, Nível 1).",,2d10,"Loja, Drop",Não-craftável,,Pergaminho/Abjuração,,,,,,,,,,,,,,,,,,,
Pergaminho — Armadura do Oblívio,Consumível,Ordinário,"1 uso: conjura Armadura do Oblívio (magia de Abjuração, Nível 1).",,2d10,"Loja, Drop",Não-craftável,,Pergaminho/Abjuração,,,,,,,,,,,,,,,,,,,
Pergaminho — Santuário Menor,Consumível,Ordinário,"1 uso: conjura Santuário Menor (magia de Abjuração, Nível 1).",,2d10,"Loja, Drop",Não-craftável,,Pergaminho/Abjuração,,,,,,,,,,,,,,,,,,,
Pergaminho — Purificação Mística,Consumível,Ordinário,"1 uso: conjura Purificação Mística (magia de Abjuração, Nível 1).",,2d10,"Loja, Drop",Não-craftável,,Pergaminho/Abjuração,,,,,,,,,,,,,,,,,,,
Pergaminho — Mão Mágica,Consumível,Ordinário,"1 uso: conjura Mão Mágica (magia de Alteração, Nível 1).",,2d10,"Loja, Drop",Não-craftável,,Pergaminho/Alteração,,,,,,,,,,,,,,,,,,,
Pergaminho — Estimulante Místico,Consumível,Ordinário,"1 uso: conjura Estimulante Místico (magia de Alteração, Nível 1).",,2d10,"Loja, Drop",Não-craftável,,Pergaminho/Alteração,,,,,,,,,,,,,,,,,,,
Pergaminho — Disfarce Ilusório,Consumível,Ordinário,"1 uso: conjura Disfarce Ilusório (magia de Alteração, Nível 1).",,2d10,"Loja, Drop",Não-craftável,,Pergaminho/Alteração,,,,,,,,,,,,,,,,,,,
Pergaminho — Queda Suave,Consumível,Ordinário,"1 uso: conjura Queda Suave (magia de Alteração, Nível 1).",,2d10,"Loja, Drop",Não-craftável,,Pergaminho/Alteração,,,,,,,,,,,,,,,,,,,
Pergaminho — Maldição do Peso,Consumível,Ordinário,"1 uso: conjura Maldição do Peso (magia de Alteração, Nível 1).",,2d10,"Loja, Drop",Não-craftável,,Pergaminho/Alteração,,,,,,,,,,,,,,,,,,,
Pergaminho — Detectar Magia,Consumível,Ordinário,"1 uso: conjura Detectar Magia (magia de Conhecimento, Nível 1).",,2d10,"Loja, Drop",Não-craftável,,Pergaminho/Conhecimento,,,,,,,,,,,,,,,,,,,
Pergaminho — Alarme,Consumível,Ordinário,"1 uso: conjura Alarme (magia de Conhecimento, Nível 1).",,2d10,"Loja, Drop",Não-craftável,,Pergaminho/Conhecimento,,,,,,,,,,,,,,,,,,,
Pergaminho — Mensagem,Consumível,Ordinário,"1 uso: conjura Mensagem (magia de Conhecimento, Nível 1).",,2d10,"Loja, Drop",Não-craftável,,Pergaminho/Conhecimento,,,,,,,,,,,,,,,,,,,
Pergaminho — Língua Mística,Consumível,Ordinário,"1 uso: conjura Língua Mística (magia de Conhecimento, Nível 1).",,2d10,"Loja, Drop",Não-craftável,,Pergaminho/Conhecimento,,,,,,,,,,,,,,,,,,,
Pergaminho — Entender Ser,Consumível,Ordinário,"1 uso: conjura Entender Ser (magia de Conhecimento, Nível 1).",,2d10,"Loja, Drop",Não-craftável,,Pergaminho/Conhecimento,,,,,,,,,,,,,,,,,,,
Pergaminho — Lança de Gelo,Consumível,Incomum,"1 uso: conjura Lança de Gelo (magia de Destruição, Nível 2).",,5d6+15,"Loja, Drop",Não-craftável,,Pergaminho/Destruição,,,,,,,,,,,,,,,,,,,
Pergaminho — Verdades Dolorosas,Consumível,Incomum,"1 uso: conjura Verdades Dolorosas (magia de Destruição, Nível 2).",,5d6+15,"Loja, Drop",Não-craftável,,Pergaminho/Destruição,,,,,,,,,,,,,,,,,,,
Pergaminho — Caveiras Explosivas,Consumível,Incomum,"1 uso: conjura Caveiras Explosivas (magia de Destruição, Nível 2).",,5d6+15,"Loja, Drop",Não-craftável,,Pergaminho/Destruição,,,,,,,,,,,,,,,,,,,
Pergaminho — Invocar Tempestade,Consumível,Incomum,"1 uso: conjura Invocar Tempestade (magia de Destruição, Nível 2).",,5d6+15,"Loja, Drop",Não-craftável,,Pergaminho/Destruição,,,,,,,,,,,,,,,,,,,
Pergaminho — Ventania Bizarra,Consumível,Incomum,"1 uso: conjura Ventania Bizarra (magia de Destruição, Nível 2).",,5d6+15,"Loja, Drop",Não-craftável,,Pergaminho/Destruição,,,,,,,,,,,,,,,,,,,
Pergaminho — Barreira de Energia,Consumível,Incomum,"1 uso: conjura Barreira de Energia (magia de Abjuração, Nível 2).",,5d6+15,"Loja, Drop",Não-craftável,,Pergaminho/Abjuração,,,,,,,,,,,,,,,,,,,
Pergaminho — Telepatia,Consumível,Incomum,"1 uso: conjura Telepatia (magia de Abjuração, Nível 2).",,5d6+15,"Loja, Drop",Não-craftável,,Pergaminho/Abjuração,,,,,,,,,,,,,,,,,,,
Pergaminho — Dissipar Magia,Consumível,Incomum,"1 uso: conjura Dissipar Magia (magia de Abjuração, Nível 2).",,5d6+15,"Loja, Drop",Não-craftável,,Pergaminho/Abjuração,,,,,,,,,,,,,,,,,,,
Pergaminho — Aumentar / Diminuir Criatura,Consumível,Incomum,"1 uso: conjura Aumentar / Diminuir Criatura (magia de Abjuração, Nível 2).",,5d6+15,"Loja, Drop",Não-craftável,,Pergaminho/Abjuração,,,,,,,,,,,,,,,,,,,
Pergaminho — Personificar Elemento,Consumível,Incomum,"1 uso: conjura Personificar Elemento (magia de Abjuração, Nível 2).",,5d6+15,"Loja, Drop",Não-craftável,,Pergaminho/Abjuração,,,,,,,,,,,,,,,,,,,
Pergaminho — Pele de Pedra,Consumível,Incomum,"1 uso: conjura Pele de Pedra (magia de Alteração, Nível 2).",,5d6+15,"Loja, Drop",Não-craftável,,Pergaminho/Alteração,,,,,,,,,,,,,,,,,,,
Pergaminho — Confundir Sentidos,Consumível,Incomum,"1 uso: conjura Confundir Sentidos (magia de Alteração, Nível 2).",,5d6+15,"Loja, Drop",Não-craftável,,Pergaminho/Alteração,,,,,,,,,,,,,,,,,,,
Pergaminho — Translocação Arcana,Consumível,Incomum,"1 uso: conjura Translocação Arcana (magia de Alteração, Nível 2).",,5d6+15,"Loja, Drop",Não-craftável,,Pergaminho/Alteração,,,,,,,,,,,,,,,,,,,
Pergaminho — Transfigurar Arma,Consumível,Incomum,"1 uso: conjura Transfigurar Arma (magia de Alteração, Nível 2).",,5d6+15,"Loja, Drop",Não-craftável,,Pergaminho/Alteração,,,,,,,,,,,,,,,,,,,
Pergaminho — Enraizar,Consumível,Incomum,"1 uso: conjura Enraizar (magia de Alteração, Nível 2).",,5d6+15,"Loja, Drop",Não-craftável,,Pergaminho/Alteração,,,,,,,,,,,,,,,,,,,
Pergaminho — Sussurro do Ambiente,Consumível,Incomum,"1 uso: conjura Sussurro do Ambiente (magia de Conhecimento, Nível 2).",,5d6+15,"Loja, Drop",Não-craftável,,Pergaminho/Conhecimento,,,,,,,,,,,,,,,,,,,
Pergaminho — Pânico,Consumível,Incomum,"1 uso: conjura Pânico (magia de Conhecimento, Nível 2).",,5d6+15,"Loja, Drop",Não-craftável,,Pergaminho/Conhecimento,,,,,,,,,,,,,,,,,,,
Pergaminho — História do Éter,Consumível,Incomum,"1 uso: conjura História do Éter (magia de Conhecimento, Nível 2).",,5d6+15,"Loja, Drop",Não-craftável,,Pergaminho/Conhecimento,,,,,,,,,,,,,,,,,,,
Pergaminho — Empréstimo Natural,Consumível,Incomum,"1 uso: conjura Empréstimo Natural (magia de Conhecimento, Nível 2).",,5d6+15,"Loja, Drop",Não-craftável,,Pergaminho/Conhecimento,,,,,,,,,,,,,,,,,,,
Pergaminho — Impulso Instintivo,Consumível,Incomum,"1 uso: conjura Impulso Instintivo (magia de Conhecimento, Nível 2).",,5d6+15,"Loja, Drop",Não-craftável,,Pergaminho/Conhecimento,,,,,,,,,,,,,,,,,,,
Pergaminho — Pestilência,Consumível,Exótico,"1 uso: conjura Pestilência (magia de Destruição, Nível 3).",,6d10+40,"Loja, Drop",Não-craftável,,Pergaminho/Destruição,,,,,,,,,,,,,,,,,,,
Pergaminho — Limiar Perfurante,Consumível,Exótico,"1 uso: conjura Limiar Perfurante (magia de Destruição, Nível 3).",,6d10+40,"Loja, Drop",Não-craftável,,Pergaminho/Destruição,,,,,,,,,,,,,,,,,,,
Pergaminho — Fragmento Estelar,Consumível,Exótico,"1 uso: conjura Fragmento Estelar (magia de Destruição, Nível 3).",,6d10+40,"Loja, Drop",Não-craftável,,Pergaminho/Destruição,,,,,,,,,,,,,,,,,,,
Pergaminho — Disparo Veloz,Consumível,Exótico,"1 uso: conjura Disparo Veloz (magia de Destruição, Nível 3).",,6d10+40,"Loja, Drop",Não-craftável,,Pergaminho/Destruição,,,,,,,,,,,,,,,,,,,
Pergaminho — Reversão Umbral,Consumível,Exótico,"1 uso: conjura Reversão Umbral (magia de Destruição, Nível 3).",,6d10+40,"Loja, Drop",Não-craftável,,Pergaminho/Destruição,,,,,,,,,,,,,,,,,,,
Pergaminho — Contramedida,Consumível,Exótico,"1 uso: conjura Contramedida (magia de Abjuração, Nível 3).",,6d10+40,"Loja, Drop",Não-craftável,,Pergaminho/Abjuração,,,,,,,,,,,,,,,,,,,
Pergaminho — Ruído Anti-Magia,Consumível,Exótico,"1 uso: conjura Ruído Anti-Magia (magia de Abjuração, Nível 3).",,6d10+40,"Loja, Drop",Não-craftável,,Pergaminho/Abjuração,,,,,,,,,,,,,,,,,,,
Pergaminho — Armadura de Espinhos,Consumível,Exótico,"1 uso: conjura Armadura de Espinhos (magia de Abjuração, Nível 3).",,6d10+40,"Loja, Drop",Não-craftável,,Pergaminho/Abjuração,,,,,,,,,,,,,,,,,,,
Pergaminho — Refúgio dos Perdidos,Consumível,Exótico,"1 uso: conjura Refúgio dos Perdidos (magia de Abjuração, Nível 3).",,6d10+40,"Loja, Drop",Não-craftável,,Pergaminho/Abjuração,,,,,,,,,,,,,,,,,,,
Pergaminho — Laço da União,Consumível,Exótico,"1 uso: conjura Laço da União (magia de Abjuração, Nível 3).",,6d10+40,"Loja, Drop",Não-craftável,,Pergaminho/Abjuração,,,,,,,,,,,,,,,,,,,
Pergaminho — Transferir Condição,Consumível,Exótico,"1 uso: conjura Transferir Condição (magia de Alteração, Nível 3).",,6d10+40,"Loja, Drop",Não-craftável,,Pergaminho/Alteração,,,,,,,,,,,,,,,,,,,
Pergaminho — Absorver Contusão,Consumível,Exótico,"1 uso: conjura Absorver Contusão (magia de Alteração, Nível 3).",,6d10+40,"Loja, Drop",Não-craftável,,Pergaminho/Alteração,,,,,,,,,,,,,,,,,,,
Pergaminho — Pele de Camaleão,Consumível,Exótico,"1 uso: conjura Pele de Camaleão (magia de Alteração, Nível 3).",,6d10+40,"Loja, Drop",Não-craftável,,Pergaminho/Alteração,,,,,,,,,,,,,,,,,,,
Pergaminho — Xadrez,Consumível,Exótico,"1 uso: conjura Xadrez (magia de Alteração, Nível 3).",,6d10+40,"Loja, Drop",Não-craftável,,Pergaminho/Alteração,,,,,,,,,,,,,,,,,,,
Pergaminho — Plasmar Terreno,Consumível,Exótico,"1 uso: conjura Plasmar Terreno (magia de Alteração, Nível 3).",,6d10+40,"Loja, Drop",Não-craftável,,Pergaminho/Alteração,,,,,,,,,,,,,,,,,,,
Pergaminho — Purgatório,Consumível,Exótico,"1 uso: conjura Purgatório (magia de Conhecimento, Nível 3).",,6d10+40,"Loja, Drop",Não-craftável,,Pergaminho/Conhecimento,,,,,,,,,,,,,,,,,,,
Pergaminho — Projeção Astral,Consumível,Exótico,"1 uso: conjura Projeção Astral (magia de Conhecimento, Nível 3).",,6d10+40,"Loja, Drop",Não-craftável,,Pergaminho/Conhecimento,,,,,,,,,,,,,,,,,,,
Pergaminho — Sinapsia Coletiva,Consumível,Exótico,"1 uso: conjura Sinapsia Coletiva (magia de Conhecimento, Nível 3).",,6d10+40,"Loja, Drop",Não-craftável,,Pergaminho/Conhecimento,,,,,,,,,,,,,,,,,,,
Pergaminho — Caco Esquecido,Consumível,Exótico,"1 uso: conjura Caco Esquecido (magia de Conhecimento, Nível 3).",,6d10+40,"Loja, Drop",Não-craftável,,Pergaminho/Conhecimento,,,,,,,,,,,,,,,,,,,
Pergaminho — Confissão do Éter,Consumível,Exótico,"1 uso: conjura Confissão do Éter (magia de Conhecimento, Nível 3).",,6d10+40,"Loja, Drop",Não-craftável,,Pergaminho/Conhecimento,,,,,,,,,,,,,,,,,,,
Pergaminho — Fissura da Alma,Consumível,Luxária,"1 uso: conjura Fissura da Alma (magia de Destruição, Nível 4).",,6d12+80,"Loja, Drop",Não-craftável,,Pergaminho/Destruição,,,,,,,,,,,,,,,,,,,
Pergaminho — Pestilência Primordial,Consumível,Luxária,"1 uso: conjura Pestilência Primordial (magia de Destruição, Nível 4).",,6d12+80,"Loja, Drop",Não-craftável,,Pergaminho/Destruição,,,,,,,,,,,,,,,,,,,
Pergaminho — Eco do Apocalipse,Consumível,Luxária,"1 uso: conjura Eco do Apocalipse (magia de Destruição, Nível 4).",,6d12+80,"Loja, Drop",Não-craftável,,Pergaminho/Destruição,,,,,,,,,,,,,,,,,,,
Pergaminho — Cometa do Mártir,Consumível,Luxária,"1 uso: conjura Cometa do Mártir (magia de Destruição, Nível 4).",,6d12+80,"Loja, Drop",Não-craftável,,Pergaminho/Destruição,,,,,,,,,,,,,,,,,,,
Pergaminho — Tempestade Primordial,Consumível,Luxária,"1 uso: conjura Tempestade Primordial (magia de Destruição, Nível 4).",,6d12+80,"Loja, Drop",Não-craftável,,Pergaminho/Destruição,,,,,,,,,,,,,,,,,,,
Pergaminho — Armadura de Kha,Consumível,Luxária,"1 uso: conjura Armadura de Kha (magia de Abjuração, Nível 4).",,6d12+80,"Loja, Drop",Não-craftável,,Pergaminho/Abjuração,,,,,,,,,,,,,,,,,,,
Pergaminho — Exílio Existencial,Consumível,Luxária,"1 uso: conjura Exílio Existencial (magia de Abjuração, Nível 4).",,6d12+80,"Loja, Drop",Não-craftável,,Pergaminho/Abjuração,,,,,,,,,,,,,,,,,,,
Pergaminho — Selo do Oblívio,Consumível,Luxária,"1 uso: conjura Selo do Oblívio (magia de Abjuração, Nível 4).",,6d12+80,"Loja, Drop",Não-craftável,,Pergaminho/Abjuração,,,,,,,,,,,,,,,,,,,
Pergaminho — Reversão Primordial,Consumível,Luxária,"1 uso: conjura Reversão Primordial (magia de Abjuração, Nível 4).",,6d12+80,"Loja, Drop",Não-craftável,,Pergaminho/Abjuração,,,,,,,,,,,,,,,,,,,
Pergaminho — Vytália,Consumível,Luxária,"1 uso: conjura Vytália (magia de Abjuração, Nível 4).",,6d12+80,"Loja, Drop",Não-craftável,,Pergaminho/Abjuração,,,,,,,,,,,,,,,,,,,
Pergaminho — Aprendiz Caótico,Consumível,Luxária,"1 uso: conjura Aprendiz Caótico (magia de Alteração, Nível 4).",,6d12+80,"Loja, Drop",Não-craftável,,Pergaminho/Alteração,,,,,,,,,,,,,,,,,,,
Pergaminho — Fusão de Corpos,Consumível,Luxária,"1 uso: conjura Fusão de Corpos (magia de Alteração, Nível 4).",,6d12+80,"Loja, Drop",Não-craftável,,Pergaminho/Alteração,,,,,,,,,,,,,,,,,,,
Pergaminho — Acme,Consumível,Luxária,"1 uso: conjura Acme (magia de Alteração, Nível 4).",,6d12+80,"Loja, Drop",Não-craftável,,Pergaminho/Alteração,,,,,,,,,,,,,,,,,,,
Pergaminho — Apoteose Genética,Consumível,Luxária,"1 uso: conjura Apoteose Genética (magia de Alteração, Nível 4).",,6d12+80,"Loja, Drop",Não-craftável,,Pergaminho/Alteração,,,,,,,,,,,,,,,,,,,
Pergaminho — Julgamento de Kha,Consumível,Luxária,"1 uso: conjura Julgamento de Kha (magia de Alteração, Nível 4).",,6d12+80,"Loja, Drop",Não-craftável,,Pergaminho/Alteração,,,,,,,,,,,,,,,,,,,
Pergaminho — Dádiva de Kha,Consumível,Luxária,"1 uso: conjura Dádiva de Kha (magia de Conhecimento, Nível 4).",,6d12+80,"Loja, Drop",Não-craftável,,Pergaminho/Conhecimento,,,,,,,,,,,,,,,,,,,
Pergaminho — Necropsia Primordial,Consumível,Luxária,"1 uso: conjura Necropsia Primordial (magia de Conhecimento, Nível 4).",,6d12+80,"Loja, Drop",Não-craftável,,Pergaminho/Conhecimento,,,,,,,,,,,,,,,,,,,
Pergaminho — Olhos de Malkhor,Consumível,Luxária,"1 uso: conjura Olhos de Malkhor (magia de Conhecimento, Nível 4).",,6d12+80,"Loja, Drop",Não-craftável,,Pergaminho/Conhecimento,,,,,,,,,,,,,,,,,,,
Pergaminho — Tecido de Vytália,Consumível,Luxária,"1 uso: conjura Tecido de Vytália (magia de Conhecimento, Nível 4).",,6d12+80,"Loja, Drop",Não-craftável,,Pergaminho/Conhecimento,,,,,,,,,,,,,,,,,,,
Pergaminho — Possessão Carnal,Consumível,Luxária,"1 uso: conjura Possessão Carnal (magia de Conhecimento, Nível 4).",,6d12+80,"Loja, Drop",Não-craftável,,Pergaminho/Conhecimento,,,,,,,,,,,,,,,,,,,
Anel das Brasas,Item Mágico,Incomum,Suas magias e ataques de Fogo causam +1 de dano por dado. Não acumula com outras fontes.,,5d6+15,"Drop, Loja",Não-craftável,,Dano,Forjado em cinzas do Ermo.,,,,,,,,,,,,,,,,,,
Garras do Predador,Item Mágico,Incomum,Ataques desarmados causam 1d6 Cortante (em vez de desarmado) e aplicam Sangramento 1 no Crítico.,,5d6+15,"Drop, Loja",Não-craftável,,Dano,,,,,,,,,,,,,,,,,,,
Sigilo do Carrasco,Item Mágico,Incomum,"+2 de dano contra alvos Exposto, Caído ou Atordoado.",,5d6+15,"Drop, Loja",Não-craftável,,Dano,Marca dos algozes de Vorn.,,,,,,,,,,,,,,,,,,
Amuleto do Vínculo,Item Mágico,Incomum,1x por descanso longo: transfere até 10 de Saúde sua para um aliado a 9m como 1 ação.,,5d6+15,"Drop, Loja",Não-craftável,,Suporte,,,,,,,,,,,,,,,,,,,
Anel da Carapaça,Item Mágico,Incomum,"Ar 2 permanente. Ao ficar abaixo de metade da Saúde, +1 Ar.",,5d6+15,"Drop, Loja",Não-craftável,,Sobrevivência,,,,,,,,,,,,,,,,,,,
Sandálias do Vento,Item Mágico,Incomum,"+1,5m Movimento. Ignora a primeira casa de Terreno Difícil por turno.",,5d6+15,"Drop, Loja",Não-craftável,,Mobilidade,,,,,,,,,,,,,,,,,,,
Lente do Escriba,Bugiganga,Incomum,Lê e copia qualquer texto à vista perfeitamente. +2 Investigação ao analisar documentos.,,5d6+15,"Drop, Loja",Não-craftável,,Escrita,,,,,,,,,,,,,,,,,,,
Dedal do Ladrão,Item Mágico,Incomum,+3 Crime para abrir fechaduras e desarmar armadilhas. Silencia o som das mãos.,,5d6+15,"Drop, Loja",Não-craftável,,Utilidade,,,,,,,,,,,,,,,,,,,
